name,tag,user-label,duration
neu-m-19.JPG,neu,neu,854
pos-m-05.JPG,pos,pos,558
neu-m-26.JPG,neu,neg,94
neg-m-26.JPG,neg,neu,197
neg-m-14.JPG,neg,pos,192
pos-f-15.JPG,pos,neu,523
