name,tag,user-label,duration
neg-f-12.JPG,neg,neu,925
neg-f-11.JPG,neg,pos,169
neu-f-05.JPG,neu,neg,129
neu-m-14.JPG,neu,neu,271
pos-m-31.JPG,pos,neg,41
pos-f-18.JPG,pos,pos,609
