name,tag,user-label,duration
neu-m-23.JPG,neu,pos,1500
pos-f-15.JPG,pos,neu,407
neg-f-31.JPG,neg,neg,248
neu-f-26.JPG,neu,pos,521
neg-f-33.JPG,neg,neu,749
pos-m-03.JPG,pos,neu,1234
